property_type,society,sector,price_in_cr,price_per_sqft,total_area_sqft,bedrooms,bathrooms,balcony,floornum,study_room,servant_room,store_room,pooja_room,others,facing,furnishing_type,age_possession_category,luxury_score,area_per_bedroom,coordinates,latitude,longitude
Independent Builder Floor,"South City 2, Gurgaon",sector 49,2.99,11074.0,2700.0,4,4,2,2.0,0,1,0,1,1,east,Semi-Furnished,Relatively New,1.1747285752425765,675.0,"28.4121° N, 77.0480° E",28.4121,77.048
Flat,mahindra aura,sector 110,3.3,13591.0,2428.0,4,4,3+,4.0,0,1,0,0,0,south-west,Unfurnished,Relatively New,0.9616969198861318,607.0,"28.5145° N, 77.0197° E",28.5145,77.0197
Flat,emaar palm gardens,sector 83,2.25,13081.0,1720.0,3,3,3,5.0,0,1,0,0,0,not available,Unfurnished,Moderately Old,0.0,573.3333333333334,"28.3986° N, 76.9647° E",28.3986,76.9647
Independent House,"DLF Phase 3, Gurgaon",sector 24,24.0,53333.0,4500.0,6,9,3,2.0,1,1,0,1,0,north-east,Unfurnished,Moderately Old,0.1275465379242346,750.0,"28.4939° N, 77.1038° E",28.4939,77.1038
Independent House,Sector 43,sector 43,6.5,44858.0,1449.0,2,2,3+,1.0,0,0,0,1,0,south-west,Unfurnished,Moderately Old,0.1999328590052969,724.5,"28.4629° N, 77.0772° E",28.4629,77.0772
Independent Builder Floor,Central Park Flower Valley Flamingo Floors,sector 33,1.5,13774.0,1089.0,2,2,3,1.0,1,0,0,0,0,east,Semi-Furnished,New Property,0.3599807943436079,544.5,"28.4420° N, 77.0207° E",28.442,77.0207
Independent House,Unitech Alder Grove,sector 71,9.0,20000.0,4500.0,4,4,3+,2.0,1,1,0,0,0,east,Unfurnished,Relatively New,0.7589525875378962,1125.0,"28.4104° N, 77.0281° E",28.4104,77.0281
Flat,new shivalik apartments,sector 51,2.95,10102.0,2920.0,4,4,3+,6.0,0,0,1,0,0,north-east,Unfurnished,Moderately Old,0.6318737634156708,730.0,"28.4320° N, 77.0686° E",28.432,77.0686
Flat,bestech park view ananda,sector 81,1.81,10903.0,1660.0,3,2,3+,8.0,0,0,0,0,0,south,Unfurnished,Moderately Old,0.9572515846776808,553.3333333333334,"28.3867° N, 76.9485° E",28.3867,76.9485
Independent House,"Block C 1 Palam Vihar, Gurgaon",sector 1,1.85,15416.0,1200.0,3,3,3,3.0,0,0,0,0,0,east,Unfurnished,Old Property,0.6931471805599453,400.0,"28.3663° N, 76.9456° E",28.3663,76.9456
Independent House,Unitech Deerwood Chase,sector 50,9.0,41667.0,2160.0,3,3,3,1.0,0,1,0,0,0,north-east,Unfurnished,Old Property,1.100434526754425,720.0,"28.4178° N, 77.0628° E",28.4178,77.0628
Flat,shapoorji pallonji joyville gurugram,sector 102,1.52,16612.0,915.0,2,2,2,12.0,0,0,0,0,0,east,Unfurnished,Relatively New,1.3264492113795463,457.5,"28.4750° N, 76.9715° E",28.475,76.9715
Flat,m3m soulitude,sector 89,1.33,11083.0,1200.0,2,2,2,4.0,1,1,1,0,0,north-east,Unfurnished,New Property,0.3669988272803683,600.0,"28.4253° N, 76.9439° E",28.4253,76.9439
Flat,unitech escape,sector 50,3.19,16086.0,1983.0,3,4,2,9.0,0,0,1,0,0,south-west,Unfurnished,Moderately Old,0.7677907235557111,661.0,"28.4178° N, 77.0628° E",28.4178,77.0628
Independent House,"Sector 4, Gurgaon",sector 4,3.6,25000.0,1440.0,4,4,3,2.0,0,0,0,0,0,west,Unfurnished,Old Property,0.9749511617770816,360.0,"28.4738° N, 77.0107° E",28.4738,77.0107
Independent House,"DLF Phase 1, Gurgaon",sector 26,7.85,43611.0,1800.0,3,4,3,2.0,1,1,1,1,0,east,Semi-Furnished,Moderately Old,1.3274002576019963,600.0,"28.4757° N, 77.1032° E",28.4757,77.1032
Independent House,"Shivpuri, Gurgaon",sector 7,4.25,18888.0,2250.0,10,6,3+,2.0,1,1,0,1,1,south-east,Semi-Furnished,Old Property,0.0,225.0,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent House,"DLF Phase 1, Gurgaon",sector 26,14.0,38889.0,3600.0,5,6,3+,3.0,1,1,1,1,0,west,Semi-Furnished,Moderately Old,1.3649117126625223,720.0,"28.4757° N, 77.1032° E",28.4757,77.1032
Flat,eldeco acclaim,sector 33,1.32,10401.0,1269.0,2,2,3,9.0,0,0,0,0,0,east,Unfurnished,Relatively New,1.3649117126625223,634.5,"28.4420° N, 77.0207° E",28.442,77.0207
Flat,mapsko paradise,sector 83,1.1,10476.0,1050.0,2,2,3,3.0,0,0,0,0,1,north,Unfurnished,Moderately Old,0.0,525.0,"28.3986° N, 76.9647° E",28.3986,76.9647
Flat,hero homes,sector 104,1.55,19811.0,1099.0,2,2,2,11.0,0,0,0,0,0,north,Unfurnished,New Property,0.1275465379242346,549.5,"28.4788° N, 76.9960° E",28.4788,76.996
Independent House,DLF New Town Heights 2,sector 86,4.65,14307.0,3250.0,4,4,3+,2.0,0,1,0,1,0,north,Unfurnished,Moderately Old,0.9224978429345442,812.5,"28.3986° N, 76.9384° E",28.3986,76.9384
Independent Builder Floor,DLF Phase 4 Luxury Builder Floors,sector 28,5.95,18364.0,3240.0,4,4,2,4.0,0,0,0,0,1,north,Semi-Furnished,New Property,1.241077710345214,810.0,"28.4728° N, 77.0865° E",28.4728,77.0865
Flat,dlf the skycourt,sector 86,2.41,12493.0,1929.0,3,3,1,11.0,0,0,0,1,0,south,Unfurnished,Relatively New,0.1275465379242346,643.0,"28.3986° N, 76.9384° E",28.3986,76.9384
Flat,ireo victory valley,sector 67,5.9,22163.0,2662.0,3,3,3+,40.0,0,1,0,1,0,not available,Semi-Furnished,Moderately Old,1.2660170617119688,887.3333333333334,"28.3859° N, 77.0608° E",28.3859,77.0608
Flat,bestech altura,sector 79,2.49,12146.0,2050.0,3,3,2,8.0,0,0,0,0,1,east,Unfurnished,New Property,0.1275465379242346,683.3333333333334,"28.3624° N, 76.9787° E",28.3624,76.9787
Independent House,"Pataudi Road, Gurgaon",sector 1,1.3,7850.0,1656.0,4,4,2,2.0,1,0,0,1,1,not available,Furnished,Moderately Old,0.0,414.0,"28.3663° N, 76.9456° E",28.3663,76.9456
Independent House,Central Park Flower Valley,sector 33,7.6,33778.0,2250.0,4,4,2,2.0,0,1,0,0,0,north-east,Unfurnished,Relatively New,1.153612540270001,562.5,"28.4420° N, 77.0207° E",28.442,77.0207
Independent Builder Floor,"Block C, Sushant Lok Phase 1, Gurgaon",sector 43,3.65,13518.0,2700.0,4,4,2,2.0,0,1,0,0,0,north-east,Semi-Furnished,New Property,0.5468117935675189,675.0,"28.4629° N, 77.0772° E",28.4629,77.0772
Flat,la vida by tata housing,sector 113,3.88,14423.0,2690.0,3,3,3,21.0,0,1,0,0,0,east,Unfurnished,Relatively New,0.0,896.6666666666666,"28.5287° N, 77.0233° E",28.5287,77.0233
Independent House,"DLF Phase 1, Gurgaon",sector 26,7.5,41667.0,1800.0,4,4,2,2.0,1,1,0,0,0,north-west,Unfurnished,Old Property,1.1472526961918108,450.0,"28.4757° N, 77.1032° E",28.4757,77.1032
Independent House,"DLF Phase 1, Gurgaon",sector 26,13.0,48148.0,2700.0,5,6,3+,3.0,1,1,1,1,0,north-east,Semi-Furnished,Moderately Old,1.3649117126625223,540.0,"28.4757° N, 77.1032° E",28.4757,77.1032
Flat,emaar mgf palm terraces select,sector 66,4.5,18672.0,2410.0,4,5,3+,4.0,0,1,0,0,0,north-east,Semi-Furnished,Moderately Old,1.0162214384237245,602.5,"28.3925° N, 77.0541° E",28.3925,77.0541
Flat,signature the roselia,sector 95,0.55,9666.0,569.0,2,2,2,14.0,0,0,0,0,0,west,Unfurnished,Relatively New,1.1824793143645762,284.5,"28.4172° N, 76.9081° E",28.4172,76.9081
Independent Builder Floor,"Block C, Sushant Lok Phase 1, Gurgaon",sector 43,5.65,15019.0,3762.0,4,5,2,2.0,0,1,0,1,1,east,Semi-Furnished,New Property,0.2454587427462726,940.5,"28.4629° N, 77.0772° E",28.4629,77.0772
Flat,experion windchants,sector 112,4.99,17821.0,2800.0,3,3,3,15.0,0,1,0,0,0,north,Unfurnished,Relatively New,0.0,933.3333333333334,"28.5189° N, 77.0183° E",28.5189,77.0183
Independent House,"Sector 23, Gurgaon",sector 23,5.5,37491.0,1467.0,4,2,3+,2.0,0,0,0,1,0,east,Unfurnished,Old Property,0.7589525875378962,366.75,"28.5121° N, 77.0478° E",28.5121,77.0478
Flat,silverglades the melia,sector 33,1.35,9000.0,1500.0,2,2,2,6.0,1,0,0,0,0,east,Unfurnished,New Property,1.2261588265923444,750.0,"28.4420° N, 77.0207° E",28.442,77.0207
Independent House,"Sector 9, Gurgaon",sector 9,4.6,24932.0,1845.0,1,1,1,1.0,0,0,0,1,0,east,Unfurnished,Old Property,0.0,1845.0,"28.4603° N, 77.0000° E",28.4603,77.0
Independent Builder Floor,"Sector 67A, Gurgaon",sector 67,2.9,11934.0,2430.0,3,4,2,3.0,1,1,0,1,0,not available,Unfurnished,Relatively New,0.3465960199121562,810.0,"28.3859° N, 77.0608° E",28.3859,77.0608
Flat,bestech park view residency,sector 1,2.6,13541.0,1920.0,3,4,3+,7.0,0,1,0,0,0,north-east,Unfurnished,Moderately Old,1.0192899713463015,640.0,"28.3663° N, 76.9456° E",28.3663,76.9456
Independent Builder Floor,"Sector 67A, Gurgaon",sector 67,2.85,10556.0,2700.0,4,4,2,1.0,0,0,0,1,0,east,Unfurnished,New Property,0.3599807943436079,675.0,"28.3859° N, 77.0608° E",28.3859,77.0608
Independent House,"DLF Phase 1, Gurgaon",sector 26,18.5,40947.0,4518.0,6,6,3+,2.0,1,1,1,1,0,north-east,Semi-Furnished,Old Property,1.1529575249132684,753.0,"28.4757° N, 77.1032° E",28.4757,77.1032
Flat,dlf the skycourt,sector 86,2.35,12182.0,1929.0,3,3,3,15.0,0,0,0,0,0,east,Semi-Furnished,Relatively New,0.1275465379242346,643.0,"28.3986° N, 76.9384° E",28.3986,76.9384
Flat,dlf the ultima,sector 81,4.0,19011.0,2104.0,3,3,3,7.0,0,1,0,0,0,north-east,Unfurnished,Moderately Old,1.0699992654516446,701.3333333333334,"28.3867° N, 76.9485° E",28.3867,76.9485
Independent House,"DLF Phase 2, Gurgaon",sector 25,13.0,38518.0,3375.0,6,7,3+,2.0,0,1,0,0,0,west,Semi-Furnished,Moderately Old,0.6702454162732608,562.5,"28.4844° N, 77.0860° E",28.4844,77.086
Flat,emaar mgf emerald estate,sector 65,2.4,17777.0,1350.0,3,3,3+,8.0,1,0,0,0,0,north-east,Unfurnished,Relatively New,0.0,450.0,"28.4030° N, 77.0690° E",28.403,77.069
Independent House,"Sushant Lok Phase 1, Gurgaon",sector 43,28.5,32019.0,8901.0,6,7,3+,3.0,1,1,1,1,0,north-east,Unfurnished,Old Property,1.0228580662031144,1483.5,"28.4629° N, 77.0772° E",28.4629,77.0772
Independent House,"Maruti Kunj, Gurgaon",sector 105,0.28,5700.0,500.0,1,1,1,1.0,0,0,0,0,0,not available,Unfurnished,Relatively New,0.0,500.0,"28.4952° N, 77.0114° E",28.4952,77.0114
Independent House,"Patel Nagar, Gurgaon",sector 15,1.27,14029.0,891.0,1,2,0,3.0,0,0,0,0,0,not available,Unfurnished,Old Property,0.0,891.0,"28.4621° N, 77.0464° E",28.4621,77.0464
Flat,bestech park view sanskruti,sector 92,2.25,11718.0,1920.0,3,3,3+,10.0,0,0,0,1,0,east,Unfurnished,Relatively New,0.7336370444592334,640.0,"28.4079° N, 76.9153° E",28.4079,76.9153
Independent Builder Floor,DLF Phase - 1,sector 26,6.8,21250.0,3200.0,4,5,2,2.0,0,0,0,0,1,north-west,Semi-Furnished,Relatively New,0.3599807943436079,800.0,"28.4757° N, 77.1032° E",28.4757,77.1032
Flat,central park,sector 42,5.5,28947.0,1900.0,3,3,3,7.0,0,1,0,0,0,north-east,Unfurnished,Old Property,1.0634412262345343,633.3333333333334,"28.4576° N, 77.1020° E",28.4576,77.102
Independent House,"Sector 7, Gurgaon",sector 7,4.6,20444.0,2250.0,4,4,3+,3.0,1,1,1,1,0,south-west,Unfurnished,Moderately Old,1.2831849785227611,562.5,"28.4644° N, 77.0143° E",28.4644,77.0143
Flat,unitech fresco,sector 50,2.8,14917.0,1877.0,3,4,3+,7.0,0,1,0,0,1,east,Semi-Furnished,Moderately Old,1.3649117126625223,625.6666666666666,"28.4178° N, 77.0628° E",28.4178,77.0628
Independent House,Unitech Uniworld Resorts,sector 33,12.18,24606.0,4950.0,5,6,3+,4.0,1,1,1,1,0,not available,Semi-Furnished,Relatively New,1.3308215402979162,990.0,"28.4420° N, 77.0207° E",28.442,77.0207
Flat,dlf the ultima,sector 81,3.68,17590.0,2092.0,3,4,3+,15.0,0,1,0,0,0,north-east,Furnished,Relatively New,1.3649117126625223,697.3333333333334,"28.3867° N, 76.9485° E",28.3867,76.9485
Flat,vatika sovereign park,sector 99,4.5,13392.0,3360.0,4,4,3+,6.0,0,1,0,0,0,north,Unfurnished,New Property,1.3649117126625223,840.0,"28.4640° N, 76.9614° E",28.464,76.9614
Independent House,IFFCO Nagar and 17B RWA,sector 17,6.6,27883.0,2367.0,6,6,3,3.0,1,1,1,1,0,north,Unfurnished,Old Property,0.9516578757114464,394.5,"28.4791° N, 77.0608° E",28.4791,77.0608
Independent House,"Block Q South City 1, Gurgaon",sector 41,7.2,66667.0,1080.0,4,4,3+,4.0,0,0,0,0,0,not available,Unfurnished,Moderately Old,0.0,270.0,"28.4557° N, 77.0632° E",28.4557,77.0632
Flat,lotus elise,sector 99,1.65,13750.0,1200.0,2,2,3,6.0,1,0,0,0,0,north-east,Unfurnished,Relatively New,1.2906610158956988,600.0,"28.4640° N, 76.9614° E",28.464,76.9614
Flat,adani m2k oyster grande,sector 102,4.12,15975.0,2579.0,3,3,3,19.0,1,1,0,0,0,east,Unfurnished,Relatively New,0.0,859.6666666666666,"28.4750° N, 76.9715° E",28.475,76.9715
Independent Builder Floor,"Sushant Lok Phase 3, Gurgaon",sector 57,2.95,13657.0,2160.0,4,4,2,1.0,0,0,0,1,0,east,Semi-Furnished,New Property,0.5768783281379809,540.0,"28.4232° N, 77.0752° E",28.4232,77.0752
Flat,tulip purple,sector 69,2.75,11458.0,2400.0,4,5,3+,0.0,0,1,0,0,0,east,Unfurnished,Relatively New,0.5652602055550997,600.0,"28.3966° N, 77.0341° E",28.3966,77.0341
Independent Builder Floor,"Sector 51, Gurgaon",sector 51,3.25,19496.0,1667.0,3,3,2,1.0,0,0,0,1,0,north-west,Unfurnished,Relatively New,0.3599807943436079,555.6666666666666,"28.4320° N, 77.0686° E",28.432,77.0686
Independent House,"DLF Phase 2, Gurgaon",sector 25,18.5,51389.0,3600.0,18,18,3+,3.0,1,1,1,1,0,south,Unfurnished,Moderately Old,0.3119143858395489,200.0,"28.4844° N, 77.0860° E",28.4844,77.086
Flat,mapsko mount ville,sector 79,1.85,12416.0,1490.0,3,3,3,6.0,0,0,0,1,0,east,Unfurnished,Relatively New,0.7035177481526577,496.6666666666667,"28.3624° N, 76.9787° E",28.3624,76.9787
Flat,experion the heartsong,sector 108,1.93,10978.0,1758.0,3,2,3,12.0,1,1,0,0,0,east,Unfurnished,Relatively New,0.1275465379242346,586.0,"28.5134° N, 76.9830° E",28.5134,76.983
Independent Builder Floor,"Block E Greenwood City, Gurgaon",sector 46,4.5,16071.0,2800.0,3,3,2,1.0,0,1,0,1,1,north-east,Semi-Furnished,Relatively New,0.3465960199121562,933.3333333333334,"28.4374° N, 77.0586° E",28.4374,77.0586
Flat,la vida by tata housing,sector 113,2.1,15789.0,1330.0,2,2,2,11.0,0,0,0,0,0,north-east,Unfurnished,Relatively New,0.7110982983473786,665.0,"28.5287° N, 77.0233° E",28.5287,77.0233
Flat,ats marigold,sector 89,2.09,11942.0,1750.0,3,3,3+,16.0,0,0,1,0,0,east,Unfurnished,New Property,0.8131081363266678,583.3333333333334,"28.4253° N, 76.9439° E",28.4253,76.9439
Independent House,"Sector 46, Gurgaon",sector 46,5.15,35542.0,1449.0,6,6,2,3.0,0,0,0,1,0,north-east,Unfurnished,Old Property,0.7429700547868098,241.5,"28.4374° N, 77.0586° E",28.4374,77.0586
Independent House,Kendriya Vihar,sector 56,3.6,16363.0,2200.0,3,4,3,2.0,0,0,0,0,0,north,Unfurnished,Old Property,1.241077710345214,733.3333333333334,"28.4245° N, 77.0991° E",28.4245,77.0991
Independent Builder Floor,Ansals Palam Vihar,sector 1,4.85,15156.0,4000.0,4,5,2,4.0,1,1,1,1,0,north-east,Unfurnished,New Property,0.5378165595928384,1000.0,"28.3663° N, 76.9456° E",28.3663,76.9456
Flat,ats kocoon,sector 109,2.85,13603.0,2095.0,3,4,3,18.0,0,1,0,0,0,east,Unfurnished,Moderately Old,0.1275465379242346,698.3333333333334,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent House,"railyway road gurgaon, Gurgaon",sector 11,2.38,10794.0,2205.0,3,2,1,3.0,0,1,0,1,0,not available,Furnished,Moderately Old,0.0,735.0,"28.4531° N, 77.0202° E",28.4531,77.0202
Flat,dlf regency park 2,sector 28,3.7,20821.0,1777.0,3,3,3,2.0,0,1,0,0,0,east,Semi-Furnished,Old Property,0.1275465379242346,592.3333333333334,"28.4728° N, 77.0865° E",28.4728,77.0865
Independent House,Eros Rosewood City,sector 49,4.25,30864.0,1377.0,3,3,2,2.0,0,0,0,0,0,south-west,Unfurnished,Old Property,0.7589525875378962,459.0,"28.4121° N, 77.0480° E",28.4121,77.048
Flat,central park flower valley aqua front towers,sector 33,2.49,13918.0,1789.0,3,3,3,4.0,0,0,0,0,0,east,Unfurnished,Relatively New,0.6953146412398001,596.3333333333334,"28.4420° N, 77.0207° E",28.442,77.0207
Independent House,"DLF Phase 1, Gurgaon",sector 26,7.0,36176.0,1935.0,5,6,2,2.0,1,1,0,1,1,north-east,Semi-Furnished,Relatively New,0.8813867260549119,387.0,"28.4757° N, 77.1032° E",28.4757,77.1032
Independent House,"Kirti Nagar, Gurgaon",sector 15,1.7,12593.0,1350.0,5,3,0,1.0,0,0,0,0,0,not available,Unfurnished,Old Property,0.1275465379242346,270.0,"28.4621° N, 77.0464° E",28.4621,77.0464
Flat,m3m soulitude,sector 89,1.48,10954.0,1351.0,2,3,3,2.0,1,0,0,0,0,east,Unfurnished,Relatively New,1.3649117126625223,675.5,"28.4253° N, 76.9439° E",28.4253,76.9439
Independent House,"DLF Phase 1, Gurgaon",sector 26,22.0,48889.0,4500.0,6,7,3+,3.0,1,1,1,1,0,north-west,Semi-Furnished,Moderately Old,1.3649117126625223,750.0,"28.4757° N, 77.1032° E",28.4757,77.1032
Independent House,Emaar The Palm Springs,sector 54,20.0,74074.0,2700.0,4,4,3+,2.0,0,1,0,0,0,north,Semi-Furnished,Old Property,0.8813867260549119,675.0,"28.4348° N, 77.1089° E",28.4348,77.1089
Flat,dlf new town heights 2,sector 86,1.95,12524.0,1930.0,3,3,3+,11.0,0,1,0,1,0,north-west,Unfurnished,Moderately Old,0.5871575362245578,643.3333333333334,"28.3986° N, 76.9384° E",28.3986,76.9384
Independent House,"Block C Sector 17, Gurgaon",sector 17,8.5,25118.0,3384.0,12,12,3+,3.0,0,0,0,0,0,not available,Unfurnished,Old Property,0.0,282.0,"28.4791° N, 77.0608° E",28.4791,77.0608
Independent Builder Floor,Sushant Lok 1 Builder Floors,sector 43,4.5,16667.0,2700.0,4,4,3+,1.0,1,1,1,1,0,east,Semi-Furnished,New Property,0.9343530369567014,675.0,"28.4629° N, 77.0772° E",28.4629,77.0772
Flat,smart world orchard,sector 61,2.65,16297.0,1626.0,3,3,3,2.0,1,1,0,1,1,south-east,Semi-Furnished,Relatively New,0.1275465379242346,542.0,"28.4050° N, 77.0963° E",28.405,77.0963
Flat,dlf the crest,sector 54,15.15,56403.0,2686.0,3,5,3,20.0,1,1,1,1,1,east,Unfurnished,New Property,0.1275465379242346,895.3333333333334,"28.4348° N, 77.1089° E",28.4348,77.1089
Flat,eldeco accolade,sector 33,1.2,16438.0,1264.0,2,2,3,11.0,0,0,0,0,0,east,Unfurnished,Relatively New,1.0889112977963271,632.0,"28.4420° N, 77.0207° E",28.442,77.0207
Independent Builder Floor,Ansal Sushant Lok 2,sector 56,3.75,17045.0,2200.0,4,4,2,2.0,0,1,0,0,0,east,Unfurnished,New Property,0.5389178812900584,550.0,"28.4245° N, 77.0991° E",28.4245,77.0991
Independent House,BPTP Amstoria,sector 102,2.85,10451.0,2727.0,3,4,3,3.0,0,1,0,1,0,east,Unfurnished,Relatively New,1.1198013018788495,909.0,"28.4750° N, 76.9715° E",28.475,76.9715
Flat,bestech park view sanskruti,sector 92,2.85,12258.0,2325.0,4,4,3,8.0,0,1,0,1,0,north,Unfurnished,Relatively New,1.3649117126625223,581.25,"28.4079° N, 76.9153° E",28.4079,76.9153
Independent Builder Floor,"Block J Pocket C Palam Vihar, Gurgaon",sector 1,2.99,18687.0,1600.0,3,3,2,3.0,0,0,1,1,0,south,Semi-Furnished,New Property,0.6861890666703969,533.3333333333334,"28.3663° N, 76.9456° E",28.3663,76.9456
Flat,hero homes,sector 104,2.2,13025.0,1689.0,3,3,3,9.0,0,0,0,1,0,not available,Unfurnished,New Property,0.0,563.0,"28.4788° N, 76.9960° E",28.4788,76.996
Flat,dlf carlton estate,sector 43,3.39,24835.0,1365.0,3,3,1,12.0,0,0,0,0,0,north-east,Unfurnished,Old Property,0.3465960199121562,455.0,"28.4629° N, 77.0772° E",28.4629,77.0772
Flat,tulip yellow,sector 69,2.27,13321.0,1704.0,3,3,3,17.0,0,0,0,0,0,south,Unfurnished,Relatively New,0.29266961396282,568.0,"28.3966° N, 77.0341° E",28.3966,77.0341
Independent House,Tata Primanti,sector 72,6.15,18923.0,3250.0,4,4,3,3.0,1,1,0,0,0,not available,Semi-Furnished,Moderately Old,1.3649117126625223,812.5,"28.4225° N, 77.0211° E",28.4225,77.0211
Flat,mahindra aura,sector 110,3.25,13385.0,2428.0,4,4,3+,5.0,0,1,0,0,0,east,Unfurnished,Moderately Old,1.3649117126625223,607.0,"28.5145° N, 77.0197° E",28.5145,77.0197
Flat,the close south,sector 50,4.12,19619.0,2480.0,3,4,3+,11.0,0,1,0,0,0,north,Semi-Furnished,Moderately Old,1.3649117126625223,826.6666666666666,"28.4178° N, 77.0628° E",28.4178,77.0628
Independent Builder Floor,"Block C, Sushant Lok Phase 1, Gurgaon",sector 43,3.25,16752.0,1940.0,3,3,2,3.0,0,0,0,0,1,north-east,Semi-Furnished,New Property,0.8033121739446527,646.6666666666666,"28.4629° N, 77.0772° E",28.4629,77.0772
Flat,m3m heights,sector 65,3.65,18987.0,2054.0,3,3,3,15.0,0,1,0,0,0,east,Unfurnished,New Property,0.1275465379242346,684.6666666666666,"28.4030° N, 77.0690° E",28.403,77.069
Independent House,"Sector 109, Gurgaon",sector 109,19.0,42222.0,4500.0,4,4,3+,4.0,1,1,1,1,0,not available,Unfurnished,New Property,0.8813867260549119,1125.0,"28.5073° N, 77.0089° E",28.5073,77.0089
Flat,adani m2k oyster grande,sector 102,2.4,14209.0,1689.0,3,3,3,6.0,0,0,0,0,0,not available,Unfurnished,Relatively New,0.7035177481526577,563.0,"28.4750° N, 76.9715° E",28.475,76.9715
Independent Builder Floor,Silver Oaks Estates,sector 26,9.0,19920.0,4518.0,4,5,3+,1.0,0,1,0,0,0,south,Unfurnished,New Property,0.1275465379242346,1129.5,"28.4757° N, 77.1032° E",28.4757,77.1032
Flat,dlf the ultima,sector 81,3.65,17380.0,2100.0,3,4,3+,12.0,0,1,0,0,0,east,Furnished,Relatively New,0.1275465379242346,700.0,"28.3867° N, 76.9485° E",28.3867,76.9485
Flat,eldeco accolade,sector 33,1.4,16489.0,1457.0,2,2,3+,2.0,1,0,0,0,0,west,Unfurnished,Relatively New,0.0,728.5,"28.4420° N, 77.0207° E",28.442,77.0207
Independent House,Ansals Palam Vihar,sector 1,2.5,38420.0,651.0,1,2,0,2.0,0,0,0,0,0,not available,Unfurnished,Moderately Old,0.0,651.0,"28.3663° N, 76.9456° E",28.3663,76.9456
Independent Builder Floor,Brand new ultra luxury builder floor,sector 26,4.99,20534.0,2430.0,4,4,2,4.0,0,1,0,1,1,east,Semi-Furnished,New Property,0.3465960199121562,607.5,"28.4757° N, 77.1032° E",28.4757,77.1032
Independent Builder Floor,DESIGNER PARK FACING,sector 25,4.49,16630.0,2700.0,3,3,3,3.0,0,1,0,0,0,north-east,Semi-Furnished,New Property,0.8998928678254854,900.0,"28.4844° N, 77.0860° E",28.4844,77.086
Flat,dlf the crest,sector 54,18.05,57926.0,3116.0,4,6,3+,20.0,1,1,1,1,1,east,Semi-Furnished,Relatively New,0.1275465379242346,779.0,"28.4348° N, 77.1089° E",28.4348,77.1089
Independent Builder Floor,"Block C, Sushant Lok Phase 1, Gurgaon",sector 43,3.6,18605.0,1935.0,3,3,3,0.0,0,1,0,0,0,north-east,Unfurnished,Relatively New,1.3649117126625223,645.0,"28.4629° N, 77.0772° E",28.4629,77.0772
Flat,m3m woodshire,sector 107,2.2,9318.0,2361.0,3,4,3,10.0,0,1,0,0,0,north,Unfurnished,Relatively New,0.6276018634651934,787.0,"28.5052° N, 76.9729° E",28.5052,76.9729
Independent Builder Floor,"South City 1, Gurgaon",sector 41,6.5,14386.0,4518.0,4,4,2,1.0,0,1,0,1,0,north,Semi-Furnished,Relatively New,0.8998928678254854,1129.5,"28.4557° N, 77.0632° E",28.4557,77.0632
