property_type,society,sector,price_in_cr,total_area_sqft,bedrooms,bathrooms,balcony,floornum_category,study_room,servant_room,store_room,pooja_room,others,facing,furnishing_type,age_possession,super_built_up_area_missing,built_up_area_missing,carpet_area_missing,plot_area_missing,area_per_bedroom,dense_house_flag,luxury_category
Flat,tata primanti,sector 72,5.1,2550.0,3,3,3,High-rise,1,1,1,1,0,north-east,Furnished,Moderately Old,0,1,1,1,850.0,0,Luxury
Flat,sobha city,sector 108,3.84,2003.0,3,4,2,Mid-rise,0,0,0,0,1,east,Unfurnished,New Property,0,1,1,1,667.6666666666666,0,Semi-Luxury
Independent House,"Sector 10A, Gurgaon",sector 10,1.35,540.0,2,2,3+,Low-rise,0,0,0,0,0,east,Unfurnished,Old Property,1,1,1,0,270.0,1,Budget
Independent Builder Floor,Ansal API Versalia,sector 67,3.3,2700.0,4,4,3+,Low-rise,1,1,1,1,0,north-east,Semi-Furnished,New Property,0,1,1,1,675.0,0,Luxury
Flat,conscient elevate,sector 59,6.5,2595.0,3,4,3,High-rise,0,1,0,0,0,south-east,Semi-Furnished,New Property,0,1,1,1,865.0,0,Semi-Luxury
Flat,shapoorji pallonji joyville gurugram,sector 102,2.45,1852.0,3,3,3,Mid-rise,0,0,0,0,0,north-east,Unfurnished,Relatively New,0,1,1,1,617.3333333333334,0,Budget
Independent House,"Block D sector 56, Gurgaon",sector 56,2.25,1620.0,3,3,2,Low-rise,0,0,1,0,0,north,Unfurnished,Relatively New,1,0,0,0,540.0,0,Luxury
Independent Builder Floor,Hero Homes,sector 104,1.97,1389.0,3,3,3,High-rise,0,0,0,0,0,east,Unfurnished,New Property,1,0,1,1,463.0,0,Budget
Independent House,"DLF Cyber City, Gurgaon",sector 24,21.0,4500.0,4,3,2,Low-rise,0,0,0,0,1,north,Unfurnished,Old Property,1,1,0,0,1125.0,0,Semi-Luxury
Independent House,urban home,sector 105,0.65,500.0,2,2,1,Low-rise,0,0,0,0,0,east,Unfurnished,New Property,1,0,0,0,250.0,1,Budget
Independent House,"Sushant Lok Phase 3, Gurgaon",sector 57,7.4,2700.0,6,6,3+,Low-rise,1,1,1,1,0,north-east,Unfurnished,Old Property,1,1,1,0,450.0,0,Semi-Luxury
Independent House,indipendent house,sector 105,0.35,450.0,2,1,1,Low-rise,0,0,0,0,0,not available,Unfurnished,Relatively New,1,0,0,0,225.0,1,Budget
Flat,tulip purple,sector 69,2.75,2400.0,4,5,3+,Mid-rise,0,1,0,0,0,east,Unfurnished,New Property,0,1,1,1,600.0,0,Luxury
Independent House,"Sector 7, Gurgaon",sector 7,5.35,2322.0,5,4,2,Low-rise,0,0,1,0,0,not available,Unfurnished,Old Property,1,1,1,0,464.4,0,Semi-Luxury
Flat,dlf the primus,sector 82,4.4,2576.0,4,4,3+,High-rise,0,1,0,0,0,east,Furnished,Moderately Old,0,1,1,1,644.0,0,Budget
Independent House,"Block I South City 1, Gurgaon",sector 41,18.0,4518.0,5,4,3+,Low-rise,1,1,1,1,0,not available,Unfurnished,Moderately Old,1,1,1,0,903.6,0,Semi-Luxury
Flat,vipul lavanya,sector 81,1.4,1560.0,3,3,3,Mid-rise,0,0,0,0,0,south,Furnished,Moderately Old,0,1,1,1,520.0,0,Luxury
Independent House,"Ashok Vihar Phase 1, Gurgaon",sector 5,1.5,891.0,3,2,2,Low-rise,1,0,1,0,0,north-west,Unfurnished,Moderately Old,1,1,1,0,297.0,0,Semi-Luxury
Flat,hero homes,sector 104,2.56,1689.0,3,3,3,High-rise,0,0,0,1,0,east,Unfurnished,New Property,0,1,1,1,563.0,0,Budget
Flat,bestech park view ananda,sector 81,2.19,1810.0,3,3,3+,Mid-rise,0,0,0,1,0,north,Unfurnished,Moderately Old,0,1,1,1,603.3333333333334,0,Budget
Flat,paras irene,sector 70,2.9,1830.0,3,3,3+,Mid-rise,0,1,0,0,1,east,Semi-Furnished,Moderately Old,0,1,1,1,610.0,0,Luxury
Flat,umang winter hills,sector 77,1.34,1342.0,2,2,2,Low-rise,0,0,0,0,0,north-east,Unfurnished,Relatively New,0,1,1,1,671.0,0,Budget
Independent House,Unitech Nirvana Birch Court,sector 50,10.3,2610.0,3,3,3,Low-rise,0,1,1,0,0,east,Unfurnished,Moderately Old,1,0,0,0,870.0,0,Luxury
Independent House,"A Block Sushant Lok Phase 1, Gurgaon",sector 43,25.0,7317.0,11,14,3+,Low-rise,0,1,0,0,1,east,Unfurnished,Old Property,1,0,1,1,665.1818181818181,0,Semi-Luxury
Flat,puri emerald bay,sector 104,3.55,2450.0,3,4,3+,High-rise,0,1,0,0,0,north,Semi-Furnished,Relatively New,0,1,1,1,816.6666666666666,0,Luxury
Flat,emaar mgf emerald estate,sector 65,1.95,1020.0,2,2,2,Mid-rise,1,0,0,0,0,north,Unfurnished,New Property,0,1,1,1,510.0,0,Budget
Flat,emaar palm gardens,sector 83,2.6,1900.0,3,3,3+,Mid-rise,0,1,0,0,0,north,Unfurnished,Relatively New,0,1,1,1,633.3333333333334,0,Budget
Flat,dlf the ultima,sector 81,5.1,2872.0,4,4,3,Mid-rise,0,1,0,0,0,north,Unfurnished,Relatively New,0,1,1,1,718.0,0,Budget
Independent House,Vipul Tatvam Villa,sector 48,25.0,8999.0,5,4,3+,Low-rise,0,0,0,0,0,not available,Unfurnished,Relatively New,1,1,1,0,1799.8,0,Budget
Flat,pyramid urban homes,sector 70,0.72,836.0,2,2,2,Low-rise,0,0,0,0,0,north-east,Unfurnished,Relatively New,0,1,1,1,418.0,0,Budget
Flat,ats kocoon,sector 109,2.7,2095.0,3,4,3,High-rise,0,1,0,0,0,east,Unfurnished,Relatively New,0,1,1,1,698.3333333333334,0,Budget
Flat,mahindra aura,sector 110,3.4,2428.0,4,4,3+,Low-rise,0,1,0,0,0,north-east,Unfurnished,Relatively New,0,1,1,1,607.0,0,Budget
Independent House,Emaar MGF Marbella,sector 66,25.0,8200.0,5,6,2,Low-rise,1,1,1,1,0,south-west,Semi-Furnished,Relatively New,1,1,1,0,1640.0,0,Luxury
Independent House,Optimal Luxury Villa In Top Location,sector 41,12.25,3240.0,5,6,3+,Low-rise,1,1,1,1,0,north-east,Furnished,Moderately Old,1,1,1,0,648.0,0,Luxury
Independent Builder Floor,Private Builder FLoor,sector 31,3.0,3000.0,4,4,2,Low-rise,0,1,0,0,0,north-east,Semi-Furnished,New Property,0,1,1,1,750.0,0,Luxury
Independent House,"Palam Vihar, Gurgaon",sector 1,4.0,1557.0,5,4,2,Low-rise,0,0,0,0,0,west,Unfurnished,Old Property,1,1,1,0,311.4,0,Semi-Luxury
Flat,hero homes,sector 104,1.62,1099.0,2,2,2,Mid-rise,0,0,0,1,0,north-east,Semi-Furnished,New Property,0,1,1,1,549.5,0,Luxury
Flat,trump tower,sector 65,23.0,6050.0,4,4,3+,High-rise,1,1,1,1,0,north,Semi-Furnished,Relatively New,0,1,1,1,1512.5,0,Luxury
Independent House,"Sector 4, Gurgaon",sector 4,4.5,2250.0,3,3,2,Low-rise,0,0,0,0,0,south-east,Unfurnished,Old Property,1,1,1,0,750.0,0,Semi-Luxury
Independent House,International City by Sobha Phase 1,sector 109,14.0,3600.0,5,6,3+,Low-rise,1,1,0,0,1,west,Unfurnished,Moderately Old,1,1,1,0,720.0,0,Semi-Luxury
Independent House,"Block S Uppals Southend, Gurgaon",sector 49,10.75,2799.0,5,5,3+,Low-rise,1,0,0,1,0,west,Semi-Furnished,Old Property,1,1,1,0,559.8,0,Luxury
Independent Builder Floor,Ansals Palam Vihar,sector 1,2.54,2430.0,3,3,2,Low-rise,0,0,0,1,0,north-east,Unfurnished,New Property,0,1,1,1,810.0,0,Semi-Luxury
Flat,conscient heritage max,sector 102,2.6,1931.0,3,4,3+,Low-rise,0,1,0,0,0,north-east,Unfurnished,Relatively New,0,1,1,1,643.6666666666666,0,Semi-Luxury
Flat,eldeco acclaim,sector 33,2.1,1751.0,3,3,3+,Low-rise,0,0,0,0,0,north-west,Unfurnished,Relatively New,0,1,1,1,583.6666666666666,0,Luxury
Independent Builder Floor,Ansal Sushant Lok 2,sector 56,3.6,2700.0,4,4,2,Low-rise,0,1,0,0,0,north-east,Semi-Furnished,New Property,0,1,1,1,675.0,0,Semi-Luxury
Flat,sare crescent parc,sector 92,1.59,1900.0,4,3,2,Low-rise,0,0,0,1,0,north,Unfurnished,Relatively New,0,1,1,1,475.0,0,Semi-Luxury
Independent Builder Floor,"Sector 43, Gurgaon",sector 43,3.9,2367.0,3,4,3,Low-rise,1,1,1,1,0,north,Semi-Furnished,Relatively New,0,1,1,1,789.0,0,Luxury
Flat,experion windchants,sector 112,4.8,2802.0,3,3,3,Mid-rise,0,1,0,0,0,north,Semi-Furnished,Relatively New,0,1,1,1,934.0,0,Budget
Independent Builder Floor,Central Park Flower Valley Cerise Floors,sector 33,1.55,1210.0,2,2,3,Low-rise,1,0,0,0,0,east,Unfurnished,Relatively New,0,1,1,1,605.0,0,Budget
Flat,emaar palm gardens,sector 83,2.2,1720.0,3,3,3,Mid-rise,0,1,0,0,0,north,Unfurnished,Relatively New,0,1,1,1,573.3333333333334,0,Luxury
Flat,bestech park view grand spa,sector 81,5.25,4200.0,4,6,3+,Mid-rise,0,1,0,0,0,north-east,Semi-Furnished,Relatively New,0,1,1,1,1050.0,0,Luxury
Independent Builder Floor,DLF Phase 1 Ultra Luxury Builder Floors,sector 26,5.75,4500.0,4,5,3+,Low-rise,0,1,0,1,0,west,Semi-Furnished,New Property,1,0,1,1,1125.0,0,Semi-Luxury
Independent Builder Floor,Vipul World,sector 48,5.35,3500.0,5,5,2,Low-rise,0,1,0,0,0,west,Semi-Furnished,New Property,1,0,1,1,700.0,0,Luxury
Independent House,"Sector 27, Gurgaon",sector 27,4.5,900.0,3,3,2,Low-rise,0,0,0,1,0,east,Unfurnished,Relatively New,1,1,1,0,300.0,0,Semi-Luxury
Independent House,Unitech Uniworld Resorts,sector 33,11.58,4500.0,5,6,3+,Low-rise,1,1,1,1,0,north-east,Semi-Furnished,Moderately Old,1,1,1,0,900.0,0,Luxury
Independent House,"Sector 40, Gurgaon",sector 40,11.0,3267.0,8,8,3+,Low-rise,0,0,0,1,0,east,Unfurnished,Moderately Old,1,1,1,0,408.375,0,Budget
Independent House,Vatika INXT Floors,sector 82,2.0,3600.0,4,4,3,Low-rise,1,0,0,0,0,not available,Unfurnished,Moderately Old,1,1,1,0,900.0,0,Budget
Flat,paras irene,sector 70,2.65,1920.0,3,3,3+,Low-rise,0,1,0,0,0,east,Unfurnished,Relatively New,0,1,1,1,640.0,0,Budget
Independent House,Experion Windchants,sector 112,14.5,7400.0,5,6,3+,Low-rise,0,1,1,0,0,north-east,Unfurnished,New Property,1,1,0,1,1480.0,0,Luxury
Independent Builder Floor,BPTP Astaire Gardens,sector 70,2.45,1611.0,3,3,2,Low-rise,1,0,0,0,0,north,Unfurnished,New Property,1,1,0,1,537.0,0,Budget
Independent Builder Floor,Vaastu-Compliant,sector 26,7.25,4500.0,4,5,2,Low-rise,0,1,0,1,0,south,Semi-Furnished,Relatively New,0,1,1,1,1125.0,0,Luxury
Independent Builder Floor,Smart World Gems,sector 89,1.64,1494.0,3,3,2,Low-rise,1,0,0,0,0,east,Unfurnished,New Property,1,0,1,1,498.0,0,Luxury
Independent House,Vipul Tatvam Villa,sector 48,7.5,2583.0,3,3,3+,Low-rise,1,1,1,1,0,north-east,Unfurnished,Moderately Old,1,0,0,0,861.0,0,Luxury
Independent Builder Floor,"Sector 67A, Gurgaon",sector 67,3.2,2700.0,4,4,2,Low-rise,1,1,0,1,1,not available,Unfurnished,Relatively New,1,1,0,1,675.0,0,Budget
Independent House,Vatika Signature Villas,sector 82,5.5,2211.0,4,5,3,Low-rise,1,1,1,1,0,north-west,Unfurnished,New Property,1,1,1,0,552.75,0,Luxury
Flat,tulip orange,sector 70,1.4,1137.0,3,2,2,Mid-rise,0,0,0,0,1,north,Unfurnished,Moderately Old,0,1,1,1,379.0,0,Budget
Flat,intelligentsia apartment,sector 56,2.39,1870.0,3,3,3,Mid-rise,0,0,0,1,0,south,Unfurnished,Old Property,0,1,1,1,623.3333333333334,0,Budget
Independent House,Tata Primanti,sector 72,13.0,3240.0,4,4,3+,Low-rise,1,1,1,1,0,north-east,Furnished,Relatively New,1,1,1,0,810.0,0,Luxury
Independent Builder Floor,Malibu Towne,sector 47,5.7,3240.0,4,5,3+,Low-rise,0,1,0,0,0,east,Semi-Furnished,New Property,1,1,0,1,810.0,0,Semi-Luxury
Independent House,18 Mtr East,sector 43,8.25,1935.0,6,6,3+,Low-rise,0,1,0,0,0,east,Unfurnished,Old Property,1,1,1,0,322.5,0,Luxury
Flat,dlf the ultima,sector 81,3.65,2092.0,3,4,3+,Low-rise,0,1,0,0,0,east,Furnished,Relatively New,0,1,1,1,697.3333333333334,0,Budget
Flat,godrej nature plus,sector 33,1.7,1557.0,2,2,3+,Mid-rise,1,0,0,0,0,north-east,Unfurnished,New Property,1,0,1,1,778.5,0,Budget
Independent Builder Floor,Birla Navya,sector 63,4.25,2844.0,3,3,2,Low-rise,0,0,0,1,0,north-west,Unfurnished,New Property,1,1,0,1,948.0,0,Budget
Flat,signature global park,sector 33,1.05,1120.0,3,2,2,Low-rise,1,1,1,1,0,north,Unfurnished,Relatively New,0,1,1,1,373.3333333333333,0,Semi-Luxury
Flat,m3m heights,sector 65,2.4,1261.0,2,2,2,Mid-rise,0,0,0,1,0,east,Unfurnished,Relatively New,0,1,1,1,630.5,0,Budget
Flat,emaar imperial gardens,sector 102,2.5,2025.0,3,4,2,Mid-rise,0,1,0,0,0,north-west,Semi-Furnished,Relatively New,0,1,1,1,675.0,0,Budget
Flat,paras dews,sector 106,1.75,1760.0,3,4,3+,Mid-rise,0,1,0,0,0,east,Unfurnished,Relatively New,0,1,1,1,586.6666666666666,0,Luxury
Flat,dlf the ultima,sector 81,3.9,2104.0,3,4,3+,High-rise,0,1,0,0,0,north,Furnished,Relatively New,0,1,1,1,701.3333333333334,0,Semi-Luxury
Independent Builder Floor,DLF Regal Gardens,sector 90,2.0,1720.0,3,3,2,Low-rise,0,1,0,0,0,north-east,Semi-Furnished,New Property,1,1,0,1,573.3333333333334,0,Semi-Luxury
Flat,adani m2k oyster grande,sector 102,2.75,1889.0,3,3,2,Low-rise,0,1,0,0,0,east,Unfurnished,Moderately Old,0,1,1,1,629.6666666666666,0,Budget
Independent Builder Floor,"DLF Phase 1, Gurgaon",sector 26,5.25,2844.0,4,4,2,Low-rise,0,1,0,1,0,north-east,Semi-Furnished,New Property,0,1,1,1,711.0,0,Semi-Luxury
Flat,ashiana anmol,sector 33,1.85,1720.0,3,3,2,Mid-rise,0,0,0,0,0,east,Unfurnished,Relatively New,0,1,1,1,573.3333333333334,0,Semi-Luxury
Flat,dlf park place,sector 54,6.75,1875.0,3,4,3+,Mid-rise,0,1,0,0,0,west,Semi-Furnished,Moderately Old,0,1,1,1,625.0,0,Luxury
Flat,central park resorts,sector 48,7.75,2464.0,3,4,3,Mid-rise,1,1,1,1,0,west,Semi-Furnished,Moderately Old,0,1,1,1,821.3333333333334,0,Luxury
Flat,parsvnath green ville,sector 48,2.61,2073.0,3,3,3+,Low-rise,0,1,1,0,0,north,Unfurnished,Old Property,0,1,1,1,691.0,0,Semi-Luxury
Independent House,"Sector 57, Gurgaon",sector 57,5.5,1449.0,7,7,3+,Low-rise,0,0,1,0,0,north-east,Unfurnished,Relatively New,1,1,1,0,207.0,1,Budget
Flat,hero homes,sector 104,1.65,1099.0,2,2,2,Low-rise,0,0,0,0,0,east,Unfurnished,Relatively New,0,1,1,1,549.5,0,Budget
Independent Builder Floor,"Palam Vihar, Gurgaon",sector 1,2.65,2430.0,3,3,2,Low-rise,1,0,1,1,0,east,Unfurnished,Relatively New,1,0,1,1,810.0,0,Semi-Luxury
Independent Builder Floor,"Sushant Lok Phase 1, Gurgaon",sector 43,3.44,2800.0,4,5,2,Low-rise,1,1,0,1,0,south-east,Semi-Furnished,New Property,0,1,1,1,700.0,0,Budget
Flat,dlf the belaire,sector 54,14.0,3430.0,4,6,3+,High-rise,0,1,0,0,0,east,Semi-Furnished,Old Property,0,1,1,1,857.5,0,Luxury
Flat,dlf the ultima,sector 81,4.97,2872.0,4,4,3+,Mid-rise,0,1,0,0,0,north-east,Semi-Furnished,Relatively New,0,1,1,1,718.0,0,Luxury
Flat,emaar mgf emerald estate,sector 65,2.07,1020.0,2,2,2,Mid-rise,1,0,0,0,0,north-east,Semi-Furnished,Relatively New,0,1,1,1,510.0,0,Luxury
Flat,conscient heritage max,sector 102,3.9,2554.0,4,5,3+,Mid-rise,0,1,0,0,0,north-east,Unfurnished,Moderately Old,0,1,1,1,638.5,0,Semi-Luxury
Independent Builder Floor,300SQYD FLOOR VALUE FOR MONEY DEAL,sector 25,3.9,2400.0,4,4,2,Low-rise,1,1,0,1,1,south-west,Furnished,Relatively New,1,1,0,1,600.0,0,Budget
Independent House,6 Marla Duplex House,sector 43,6.5,3500.0,4,4,2,Low-rise,0,1,1,1,0,west,Unfurnished,Relatively New,1,0,1,1,875.0,0,Semi-Luxury
Independent House,International City by SOBHA Phase 2,sector 109,19.0,8000.0,5,4,3+,Low-rise,1,1,1,1,0,north-east,Semi-Furnished,Relatively New,1,0,0,0,1600.0,0,Luxury
Flat,pareena mi casa,sector 68,1.58,1225.0,2,2,3,Mid-rise,0,0,0,0,0,east,Unfurnished,Relatively New,0,1,1,1,612.5,0,Semi-Luxury
Independent House,Sector 9,sector 9,1.78,1800.0,6,3,2,Low-rise,0,0,0,0,0,north,Unfurnished,Relatively New,1,1,0,0,300.0,0,Semi-Luxury
Independent Builder Floor,Suncity Vatsal Valley,gwal pahari,1.6,1030.0,2,2,2,Low-rise,0,0,0,0,0,not available,Unfurnished,New Property,1,1,0,1,515.0,0,Budget
Flat,adani m2k oyster grande,sector 102,3.75,3198.0,4,4,3+,Mid-rise,0,1,0,0,0,north,Unfurnished,New Property,0,1,1,1,799.5,0,Luxury
Independent House,Anant Raj Manor Villas,sector 63,10.0,2700.0,5,6,3+,Low-rise,1,1,1,1,0,south,Furnished,Relatively New,1,1,1,0,540.0,0,Luxury
Flat,m3m woodshire,sector 107,2.8,2768.0,4,5,3+,Mid-rise,0,1,0,0,0,east,Unfurnished,Relatively New,0,1,1,1,692.0,0,Luxury
Flat,m3m golfestate,sector 65,10.8,4010.0,3,3,3,Low-rise,1,1,0,1,0,east,Unfurnished,Relatively New,0,1,1,1,1336.6666666666667,0,Semi-Luxury
Independent House,Vishnu garden 105,sector 105,0.97,720.0,3,3,1,Low-rise,0,0,0,0,1,north-west,Unfurnished,New Property,1,0,0,0,240.0,1,Budget
Independent Builder Floor,Signature Global City 63A,sector 63,2.5,1470.0,3,4,3+,Low-rise,1,0,1,0,0,south,Furnished,New Property,0,1,1,1,490.0,0,Luxury
Flat,paras irene,sector 70,3.0,2150.0,3,4,3+,Mid-rise,0,1,0,0,0,east,Unfurnished,Moderately Old,0,1,1,1,716.6666666666666,0,Budget
Flat,bestech park view ananda,sector 81,1.55,1360.0,2,2,3+,Mid-rise,0,0,0,1,0,north-east,Unfurnished,Relatively New,0,1,1,1,680.0,0,Semi-Luxury
Independent House,Hulas Basti,sector 17,2.0,1600.0,2,2,1,Low-rise,0,0,0,0,0,not available,Unfurnished,Relatively New,1,1,1,0,800.0,0,Budget
Flat,smart world orchard street,sector 61,2.9,1780.0,3,3,3+,Low-rise,1,1,0,1,1,north,Semi-Furnished,New Property,0,1,1,1,593.3333333333334,0,Luxury
Flat,bestech park view residency,sector 1,2.37,1780.0,3,3,3+,Low-rise,0,0,0,0,0,south-west,Unfurnished,Old Property,0,1,1,1,593.3333333333334,0,Semi-Luxury
Independent Builder Floor,Hero Homes,sector 104,1.59,1099.0,2,2,2,Low-rise,0,0,0,0,0,west,Unfurnished,New Property,1,0,1,1,549.5,0,Budget
Independent Builder Floor,Ansal API Versalia,sector 67,2.8,2200.0,4,4,2,Low-rise,0,1,0,1,0,east,Semi-Furnished,New Property,1,1,0,1,550.0,0,Luxury
Independent House,Emaar MGF Marbella,sector 66,14.0,2484.0,4,5,3+,Low-rise,1,1,1,1,0,north-west,Semi-Furnished,Moderately Old,1,1,1,0,621.0,0,Luxury
Flat,m3m golfestate,sector 65,11.5,4480.0,4,4,1,Mid-rise,0,0,0,0,0,not available,Unfurnished,Moderately Old,0,1,1,1,1120.0,0,Budget
Independent House,"Sushant Lok Phase 1, Gurgaon",sector 43,15.0,2700.0,5,6,2,Low-rise,1,1,1,1,0,north-east,Semi-Furnished,Relatively New,1,0,0,0,540.0,0,Luxury
Independent Builder Floor,"Sushant Lok 3 Extension, Gurgaon",sector 57,3.3,2700.0,4,4,2,Low-rise,0,1,0,1,0,north-east,Semi-Furnished,Relatively New,1,1,0,1,675.0,0,Semi-Luxury
Flat,mapsko casa bella,sector 82,1.6,1430.0,3,3,3+,High-rise,0,0,1,0,0,north-west,Unfurnished,Relatively New,0,1,1,1,476.6666666666667,0,Luxury
Independent House,"Garhi Harsaru, Gurgaon",sector 92,1.75,3600.0,17,17,2,Low-rise,0,1,1,0,0,north,Unfurnished,Moderately Old,1,1,1,0,211.76470588235293,1,Semi-Luxury
Flat,experion windchants,sector 112,7.9,4848.0,4,6,3+,Mid-rise,0,1,0,0,0,north-east,Unfurnished,Relatively New,0,1,1,1,1212.0,0,Semi-Luxury
Flat,bestech park view grand spa,sector 81,3.5,2660.0,3,4,3+,Mid-rise,0,1,0,0,0,north,Unfurnished,Relatively New,0,1,1,1,886.6666666666666,0,Budget
Independent Builder Floor,"Sector 63A, Gurgaon",sector 63,2.77,2300.0,4,4,2,Low-rise,1,1,0,1,1,north-west,Furnished,New Property,1,1,0,1,575.0,0,Budget
Independent House,"Nirvana Country, Gurgaon",sector 50,10.6,2583.0,3,3,2,Low-rise,0,1,0,0,0,not available,Unfurnished,Moderately Old,1,1,1,0,861.0,0,Semi-Luxury
Flat,bestech altura,sector 79,2.45,2015.0,3,3,2,Mid-rise,0,0,0,0,1,east,Unfurnished,New Property,0,1,1,1,671.6666666666666,0,Budget
Independent House,"South City 2, Gurgaon",sector 49,9.0,2000.0,7,7,3,Low-rise,0,1,0,1,0,north-east,Semi-Furnished,Relatively New,1,0,0,0,285.7142857142857,0,Luxury
Flat,mapsko royale ville,sector 82,5.5,5320.0,5,6,3+,Low-rise,0,1,0,1,0,west,Unfurnished,Relatively New,0,1,1,1,1064.0,0,Budget
Flat,shapoorji pallonji joyville gurugram,sector 102,1.8,1215.0,2,2,3+,Mid-rise,0,0,0,1,0,north-east,Unfurnished,New Property,0,1,1,1,607.5,0,Luxury
Flat,tata primanti,sector 72,4.99,2550.0,3,3,3+,High-rise,0,1,0,0,0,north-east,Semi-Furnished,Relatively New,0,1,1,1,850.0,0,Luxury
Independent House,"Krishna Colony, Gurgaon",sector 7,2.1,1103.0,2,2,2,Low-rise,0,0,1,0,0,north-east,Unfurnished,Moderately Old,1,1,1,0,551.5,0,Semi-Luxury
Independent House,"Sushant Lok Phase 1, Gurgaon",sector 43,16.0,2700.0,6,5,2,Low-rise,0,0,0,0,0,south,Unfurnished,Relatively New,1,1,0,1,450.0,0,Budget
Flat,parsvnath exotica,sector 53,5.65,2895.0,3,4,3+,Low-rise,0,1,0,0,0,north-west,Semi-Furnished,Old Property,0,1,1,1,965.0,0,Budget
Independent House,DLF City Plots Phase 2,sector 25,9.25,1800.0,4,5,3,Low-rise,1,1,1,1,0,east,Unfurnished,Moderately Old,1,0,0,0,450.0,0,Luxury
Flat,adani m2k oyster grande,sector 102,2.65,1889.0,3,3,3+,Low-rise,0,1,0,0,0,east,Unfurnished,Relatively New,0,1,1,1,629.6666666666666,0,Budget
Flat,godrej habitat,sector 3,1.91,2078.0,3,3,3,Mid-rise,0,0,0,1,0,north,Unfurnished,New Property,0,1,1,1,692.6666666666666,0,Semi-Luxury
Independent House,"Green Heritage Villas, Jhajjar",sector 15,3.39,9000.0,3,4,3,Low-rise,1,1,1,0,0,south,Furnished,Relatively New,1,1,1,0,3000.0,0,Luxury
Flat,tata gurgaon gateway,sector 112,3.6,2535.0,3,3,3,Mid-rise,0,1,0,0,0,north-east,Unfurnished,Moderately Old,1,1,0,1,845.0,0,Budget
Independent House,DLF City Phase 1,sector 26,5.25,981.0,3,3,2,Low-rise,1,1,0,0,0,north,Unfurnished,Old Property,1,1,1,0,327.0,0,Luxury
Independent House,"Sector 50, Gurgaon",sector 50,15.5,3078.0,5,6,2,Low-rise,0,0,0,0,1,west,Unfurnished,Relatively New,1,1,1,0,615.6,0,Semi-Luxury
Independent House,"Greenwood City, Gurgaon",sector 45,30.0,10233.0,6,5,3+,Low-rise,1,1,0,1,1,east,Unfurnished,Old Property,1,1,1,0,1705.5,0,Semi-Luxury
Independent House,"Sector 14, Gurgaon",sector 14,10.5,3150.0,3,3,3,Low-rise,0,0,0,0,1,north-west,Unfurnished,Old Property,1,1,1,0,1050.0,0,Luxury
Flat,vatika gurgaon 21,sector 83,1.95,1735.0,3,3,2,Mid-rise,0,0,0,0,0,north-east,Unfurnished,Moderately Old,0,1,1,1,578.3333333333334,0,Semi-Luxury
Flat,emaar gurgaon greens,sector 102,1.9,1650.0,3,3,3,Low-rise,0,1,0,0,0,east,Unfurnished,Relatively New,0,1,1,1,550.0,0,Semi-Luxury
Independent House,Unitech Uniworld Resorts,sector 33,12.9,4518.0,4,4,3,Low-rise,0,1,0,0,0,not available,Unfurnished,Relatively New,1,1,1,0,1129.5,0,Budget
Flat,bestech park view spa next,sector 67,4.2,2635.0,4,4,3+,Low-rise,0,1,0,0,0,north-east,Unfurnished,Moderately Old,0,1,1,1,658.75,0,Budget
Flat,m3m heights,sector 65,2.9,1516.0,2,2,2,High-rise,0,0,0,0,0,east,Semi-Furnished,New Property,0,1,1,1,758.0,0,Luxury
Independent House,Unitech Uniworld Resorts,sector 33,12.5,4500.0,5,5,3+,Low-rise,1,1,0,0,0,east,Semi-Furnished,Relatively New,1,1,1,0,900.0,0,Semi-Luxury
Flat,emaar imperial gardens,sector 102,2.25,2025.0,3,4,3+,Low-rise,0,1,0,0,0,north-east,Unfurnished,Relatively New,0,1,1,1,675.0,0,Budget
Independent Builder Floor,Luxury Builder Floor In Sushant Lok 1,sector 43,5.0,2152.0,4,4,2,Low-rise,1,1,1,0,0,east,Semi-Furnished,Relatively New,1,1,0,1,538.0,0,Semi-Luxury
Independent House,"Sector 4, Gurgaon",sector 4,4.8,2250.0,5,4,2,Low-rise,1,1,0,1,1,north-east,Furnished,Moderately Old,1,0,0,0,450.0,0,Luxury
Independent Builder Floor,DLF Garden City Floors,sector 92,3.05,2727.0,4,4,3+,Low-rise,0,1,0,0,1,north,Semi-Furnished,New Property,1,1,0,1,681.75,0,Budget
Independent House,Experion Windchants,sector 112,8.5,6325.0,5,8,3+,Low-rise,0,1,0,0,0,south,Unfurnished,Relatively New,1,1,1,0,1265.0,0,Budget
Flat,ss the leaf,sector 85,1.85,1772.0,2,2,3,High-rise,0,0,1,0,0,east,Unfurnished,Relatively New,0,1,1,1,886.0,0,Budget
Independent House,DLF City Plots,sector 26,12.25,2700.0,5,6,3+,Low-rise,1,1,1,1,0,east,Unfurnished,Moderately Old,1,0,0,0,540.0,0,Luxury
Flat,m3m golfestate,sector 65,9.5,3888.0,3,3,3+,High-rise,1,1,0,1,0,north,Furnished,Relatively New,0,1,1,1,1296.0,0,Luxury
Flat,adani m2k oyster grande,sector 102,3.17,2579.0,3,3,3+,Mid-rise,1,1,0,0,0,north,Unfurnished,Relatively New,0,1,1,1,859.6666666666666,0,Semi-Luxury
