property_name,link,society,price,area
"4 Bedroom House in Sector 109, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-109-gurgaon-4320-sq-ft-spid-A84212126,"Sector 109, Gurgaon",₹8.5 Cr,"₹18,889 /sqft"
"5 Bedroom House in Sector 4, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-4-gurgaon-1440-sq-ft-spid-J84760828,"Sector 4, Gurgaon",₹3.4 Cr,"₹23,611 /sqft"
"5 Bedroom House in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-the-laburnum-sushant-lok-phase-1-gurgaon-4500-sq-ft-spid-O83599212,The Laburnum,₹13.5 Cr,"₹33,750 /sqft"
"3 Bedroom House in Sector 7, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-7-gurgaon-2300-sq-ft-spid-H84697564,Sector 7,₹3.8 Cr,"₹26,388 /sqft"
"5 Bedroom House in Block M South City 1, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-unitech-palms-south-city-1-block-m-south-city-1-gurgaon-1980-sq-ft-spid-Y83382272,Unitech Palms South City 1,₹7.5 Cr,"₹34,722 /sqft"
"4 Bedroom House in Sector 4, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-4-gurgaon-4950-sq-ft-r1-spid-Y81817336,"Sector 4, Gurgaon",₹7 Cr,"₹14,141 /sqft"
"5 Bedroom House in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-the-laburnum-sushant-lok-phase-1-gurgaon-3240-sq-ft-r10-spid-E66222008,The Laburnum,₹13.5 Cr,"₹42,857 /sqft"
"8 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-4500-sq-ft-spid-Z84139124,"DLF Phase 2, Gurgaon",₹16 Cr,"₹33,333 /sqft"
"7 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-2700-sq-ft-spid-L84138640,"DLF Phase 2, Gurgaon",₹15 Cr,"₹55,556 /sqft"
"8 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-4500-sq-ft-spid-R84139386,"DLF Phase 2, Gurgaon",₹18 Cr,"₹40,000 /sqft"
"9 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-4500-sq-ft-spid-R84140418,"DLF Phase 2, Gurgaon",₹25 Cr,"₹55,556 /sqft"
"7 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-2700-sq-ft-spid-Z84137782,"DLF Phase 2, Gurgaon",₹12 Cr,"₹44,444 /sqft"
"6 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-1935-sq-ft-spid-O84137558,"DLF Phase 2, Gurgaon",₹9 Cr,"₹46,512 /sqft"
"7 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-2700-sq-ft-spid-S84134784,"DLF Phase 1, Gurgaon",₹15 Cr,"₹55,556 /sqft"
"6 Bedroom House in Sector 46, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-46-gurgaon-1400-sq-ft-r1-spid-R82957714,Sector 46,₹5.55 Cr,"₹38,302 /sqft"
"12 Bedroom House in Block C Sushant Lok Phase - 3, Gurgaon",https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-block-c-sushant-lok-phase-3-gurgaon-4500-sq-ft-spid-D84812400,Floor Wise Kothi,₹14 Cr,"₹31,111 /sqft"
"5 Bedroom House in Block B Sushant Lok 3, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-block-b-sushant-lok-3-gurgaon-2700-sq-ft-spid-Z84810792,Park View Villa,₹9.1 Cr,"₹33,704 /sqft"
"4 Bedroom House in Sector 82, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-mapsko-casa-bella-sector-82-gurgaon-2700-sq-ft-r6-spid-Y38583151,Mapsko Casa Bella,₹5.5 Cr,"₹20,370 /sqft"
"6 Bedroom House in Sector 109, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-1-sector-109-gurgaon-8000-sq-ft-spid-O84643796,International City by Sobha Phase 1,₹19 Cr,"₹23,750 /sqft"
"3 Bedroom House in Sector 89, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-smart-world-gems-sector-89-gurgaon-1494-sq-ft-spid-K83555100,Smart World Gems,₹1.54 Cr,"₹10,307 /sqft"
"5 Bedroom House in DLF Phase 3, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-national-media-centre-dlf-phase-3-gurgaon-2124-sq-ft-r2-spid-H79131093,National Media Centre,₹7.19 Cr,"₹33,147 /sqft"
"4 Bedroom House in Sector 72, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-tata-primanti-sector-72-gurgaon-360-sq-ft-spid-P83969360,Tata Primanti,₹12 Cr,"₹3,33,333 /sqft"
"4 Bedroom House in Sector 72, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-tata-primanti-sector-72-gurgaon-4500-sq-ft-spid-F83288710,Tata Primanti,₹8.5 Cr,"₹18,888 /sqft"
"4 Bedroom House in Nirvana Country, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-unitech-espace-nirvana-country-gurgaon-2610-sq-ft-spid-A84296812,Unitech Espace,₹11 Cr,"₹42,146 /sqft"
"6 Bedroom House in Malibu Town, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-malibu-towne-malibu-town-gurgaon-540-sq-ft-spid-Z84110736,Malibu Towne,₹2.2 Cr,"₹40,741 /sqft"
"5 Bedroom House in Palam Vihar, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-palam-vihar-gurgaon-4680-sq-ft-r2-spid-M79936521,g block palam vihar,₹11 Cr,"₹23,504 /sqft"
"5 Bedroom House in Sector 57, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-satya-the-legend-sector-57-gurgaon-4050-sq-ft-r1-spid-Y82025124,Satya The Legend,₹12.75 Cr,"₹31,481 /sqft"
"5 Bedroom House in Sector 72, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-tata-primanti-sector-72-gurgaon-7000-sq-ft-spid-Q84921108,Tata Primanti,₹12 Cr,"₹17,142 /sqft"
"5 Bedroom House in Sector 109, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-1-sector-109-gurgaon-1980-sq-ft-spid-T83962166,International City by Sobha Phase 1,₹9.5 Cr,"₹39,095 /sqft"
"1 Bedroom House in Shivpuri, Gurgaon",https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-shivpuri-gurgaon-1000-sq-ft-spid-J84828944,JMV HOMES,₹1.6 Cr,"₹16,842 /sqft"
"4 Bedroom House in Sector 43, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-43-gurgaon-3500-sq-ft-r1-spid-O82332936,6 Marla Duplex House,₹6.5 Cr,"₹18,571 /sqft"
"3 Bedroom House in Sohna, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-central-park-flower-valley-fleur-villas-sohna-gurgaon-3800-sq-ft-spid-D81193893,Central Park Flower Valley Fleur Villas,₹7.15 Cr,"₹26,481 /sqft"
"2 Bedroom House in Sohna, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-signature-global-park-sohna-gurgaon-822-sq-ft-r1-spid-I78775011,Signature Global Park,₹79 Lac,"₹9,610 /sqft"
"3 Bedroom House in Sector 82, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vatika-signature-villas-sector-82-gurgaon-2160-sq-ft-spid-Y84444312,Vatika Signature Villas,₹5.25 Cr,"₹24,306 /sqft"
"4 Bedroom House in DLF Cyber City, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-cyber-city-gurgaon-4500-sq-ft-spid-A84416916,"DLF Cyber City, Gurgaon",₹21 Cr,"₹46,666 /sqft"
"6 Bedroom House in Sector 31, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-31-gurgaon-1449-sq-ft-spid-O83679698,Sector 31,₹6.5 Cr,"₹44,858 /sqft"
"20 Bedroom House in Block C, Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/20-bhk-bedroom-independent-house-villa-for-sale-in-ansal-block-c-sushant-lok-phase-1-gurgaon-1098-sq-ft-spid-V82816304,Ansal,₹7.5 Cr,"₹68,306 /sqft"
"2 Bedroom House in Sector 82, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-82-gurgaon-927-sq-ft-spid-R84925920,"Sector 82, Gurgaon",₹1.35 Cr,"₹14,563 /sqft"
"5 Bedroom House in Sector 109, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-1-sector-109-gurgaon-2250-sq-ft-spid-G84211734,International City by Sobha Phase 1,₹8.75 Cr,"₹36,008 /sqft"
"4 Bedroom House in Sector 21 Pocket A, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-21-rwa-sector-21-pocket-a-gurgaon-3195-sq-ft-r1-spid-C81838664,Sector 21 RWA,₹9.45 Cr,"₹20,916 /sqft"
"6 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-1935-sq-ft-spid-P84137268,"DLF Phase 2, Gurgaon",₹8.5 Cr,"₹43,928 /sqft"
"7 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-2700-sq-ft-spid-S84138250,"DLF Phase 2, Gurgaon",₹13 Cr,"₹48,148 /sqft"
"6 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-1935-sq-ft-spid-I84136796,"DLF Phase 2, Gurgaon",₹7.75 Cr,"₹40,052 /sqft"
"7 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-4500-sq-ft-spid-H84135820,"DLF Phase 1, Gurgaon",₹25 Cr,"₹55,556 /sqft"
"7 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-2700-sq-ft-spid-O84133346,"DLF Phase 1, Gurgaon",₹12 Cr,"₹44,444 /sqft"
"7 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-4500-sq-ft-spid-Z84134988,"DLF Phase 1, Gurgaon",₹16 Cr,"₹35,556 /sqft"
"7 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-2700-sq-ft-spid-S84134104,"DLF Phase 1, Gurgaon",₹13 Cr,"₹48,148 /sqft"
"4 Bedroom House in Sector 43, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-43-gurgaon-1467-sq-ft-spid-E84171264,Huda Colony,₹6.49 Cr,"₹44,240 /sqft"
"9 Bedroom House in Sector 30, Gurgaon",https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-sector-30-gurgaon-1845-sq-ft-spid-V84512060,"Sector 30, Gurgaon",₹6.6 Cr,"₹35,772 /sqft"
"5 Bedroom House in Sector 112, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-experion-windchants-sector-112-gurgaon-6325-sq-ft-spid-A82086164,Experion Windchants,₹8.25 Cr,"₹13,043 /sqft"
"8 Bedroom House in Sector 9A, Gurgaon",https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-huda-flats-sector-9a-gurgaon-2367-sq-ft-spid-R84485224,Huda Flats,₹6.5 Cr,"₹27,461 /sqft"
"6 Bedroom House in Sector 46, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-46-gurgaon-1449-sq-ft-r2-spid-V78181591,Sector46,₹5.5 Cr,"₹37,957 /sqft"
"5 Bedroom House in Sector 109, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-1-sector-109-gurgaon-2430-sq-ft-r1-spid-B77845621,International City by Sobha Phase 1,₹8.5 Cr,"₹34,979 /sqft"
"3 Bedroom House in B Block Pocket B Palam Vihar, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-b-block-pocket-b-palam-vihar-gurgaon-594-sq-ft-spid-R84972202,"B Block Pocket B Palam Vihar, Gurgaon",₹2.1 Cr,"₹35,353 /sqft"
"2 Bedroom House in Krishna Colony, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-krishna-colony-gurgaon-1103-sq-ft-spid-G84873078,"Krishna Colony, Gurgaon",₹2.1 Cr,"₹19,047 /sqft"
"5 Bedroom House in Civil Lines, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-civil-lines-gurgaon-900-sq-ft-spid-R84881210,"Civil Lines, Gurgaon",₹1.4 Cr,"₹15,556 /sqft"
"17 Bedroom House in Garhi Harsaru, Gurgaon",https://www.99acres.com/17-bhk-bedroom-independent-house-villa-for-sale-in-garhi-harsaru-gurgaon-3600-sq-ft-r2-spid-K76578049,"Garhi Harsaru, Gurgaon",₹1.75 Cr,"₹4,861 /sqft"
"4 Bedroom House in Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-palam-vihar-gurgaon-594-sq-ft-r1-spid-P80687659,"Palam Vihar, Gurgaon",₹1.95 Cr,"₹32,828 /sqft"
"8 Bedroom House in Sector-7 Ext, Gurgaon",https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-sector-7-ext-gurgaon-900-sq-ft-spid-L84952628,"Sector-7 Ext, Gurgaon",₹2.4 Cr,"₹26,666 /sqft"
"2 Bedroom House in Jyoti Park, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-jyoti-park-gurgaon-450-sq-ft-spid-W84937830,"Jyoti Park, Gurgaon",₹75 Lac,"₹16,666 /sqft"
"4 Bedroom House in Surat Nagar Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-surat-nagar-phase-2-gurgaon-495-sq-ft-r1-spid-S64501602,"Surat Nagar Phase 2, Gurgaon",₹80 Lac,"₹16,162 /sqft"
"6 Bedroom House in Sector-7 Ext, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-7-ext-gurgaon-900-sq-ft-spid-O84933952,"Sector-7 Ext, Gurgaon",₹2 Cr,"₹22,222 /sqft"
"3 Bedroom House in Ashok Vihar Phase 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-ashok-vihar-phase-1-gurgaon-891-sq-ft-spid-F84920926,"Ashok Vihar Phase 1, Gurgaon",₹1.5 Cr,"₹16,835 /sqft"
"2 Bedroom House in Block A Ashok Vihar Phase 3 Extension, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-block-a-ashok-vihar-phase-3-extension-gurgaon-1440-sq-ft-spid-Q84911436,h no 20,₹70 Lac,"₹5,401 /sqft"
"4 Bedroom House in Patel Nagar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-patel-nagar-gurgaon-1800-sq-ft-spid-V84859236,"Patel Nagar, Gurgaon",₹2.25 Cr,"₹12,500 /sqft"
"2 Bedroom House in Sector-33 Sohna, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-central-park-flower-valley-sector-33-sohna-gurgaon-1093-sq-ft-r1-spid-A83949368,Central Park Flower Valley,₹1.8 Cr,"₹18,298 /sqft"
"3 Bedroom House in Huda, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-huda-gurgaon-342-sq-ft-spid-Q84848634,"Huda, Gurgaon",₹9 Cr,"₹2,63,157 /sqft"
"5 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-the-vilas-dlf-phase-2-gurgaon-6802-sq-ft-spid-V84749534,Emaar MGF The Vilas,₹20.95 Cr,"₹30,808 /sqft"
"5 Bedroom House in Block M South City 1, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-block-m-south-city-1-gurgaon-6800-sq-ft-r2-spid-T81340901,"Block M South City 1, Gurgaon",₹11.25 Cr,"₹22,058 /sqft"
"6 Bedroom House in Maruti Kunj, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-maruti-kunj-gurgaon-540-sq-ft-spid-M84755814,"Maruti Kunj, Gurgaon",₹49 Lac,"₹9,074 /sqft"
"5 Bedroom House in Pataudi, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-pataudi-gurgaon-1800-sq-ft-spid-R84748786,"Pataudi, Gurgaon",₹3.2 Cr,"₹17,778 /sqft"
"6 Bedroom House in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-phase-1-gurgaon-2000-sq-ft-spid-N82989410,"Sushant Lok Phase 1, Gurgaon",₹2.65 Cr,"₹13,250 /sqft"
"4 Bedroom House in Sector 86, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-new-town-heights-2-sector-86-gurgaon-3307-sq-ft-r1-spid-N82775694,DLF New Town Heights 2,₹4.9 Cr,"₹14,817 /sqft"
"21 Bedroom House in Om Nagar, Gurgaon",https://www.99acres.com/21-bhk-bedroom-independent-house-villa-for-sale-in-om-nagar-gurgaon-1386-sq-ft-spid-A84724940,"Om Nagar, Gurgaon",₹1.65 Cr,"₹11,905 /sqft"
"5 Bedroom House in Sector 66, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-3240-sq-ft-r16-spid-G55931988,Emaar MGF Marbella,₹17 Cr,"₹52,469 /sqft"
"5 Bedroom House in Sector 63, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-anant-raj-manor-villas-sector-63-gurgaon-46800-sq-ft-r8-spid-B63658124,Anant Raj Manor Villas,₹10.5 Cr,"₹37,037 /sqft"
"5 Bedroom House in Sector 112, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-experion-windchants-sector-112-gurgaon-6325-sq-ft-spid-Q83863780,Experion Windchants,₹7.99 Cr,"₹12,632 /sqft"
"16 Bedroom House in Jacobpura, Gurgaon",https://www.99acres.com/16-bhk-bedroom-independent-house-villa-for-sale-in-jacobpura-gurgaon-1440-sq-ft-spid-F84677944,"Jacobpura, Gurgaon",₹2 Cr,"₹13,889 /sqft"
"19 Bedroom House in Sector 15 Part 1, Gurgaon",https://www.99acres.com/19-bhk-bedroom-independent-house-villa-for-sale-in-sector-15-part-1-gurgaon-5400-sq-ft-spid-O84667090,"Sector 15 Part 1, Gurgaon",₹7.5 Cr,"₹55,555 /sqft"
"6 Bedroom House in Sector 57, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-57-gurgaon-900-sq-ft-spid-S84655764,"Sector 57, Gurgaon",₹4.25 Cr,"₹47,222 /sqft"
"3 Bedroom House in Sector 36 Sohna, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-signature-global-park-4-sector-36-sohna-gurgaon-1081-sq-ft-spid-S84635688,Signature Global Park 4,₹1.2 Cr,"₹11,100 /sqft"
"7 Bedroom House in Sector 17B, Gurgaon",https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-sector-17b-gurgaon-2367-sq-ft-spid-Y84630624,"Sector 17B, Gurgaon",₹6.57 Cr,"₹27,778 /sqft"
"10 Bedroom House in Block C Sheetla Colony, Gurgaon",https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-block-c-sheetla-colony-gurgaon-535-sq-ft-spid-X84606502,"Block C Sheetla Colony, Gurgaon",₹60 Lac,"₹11,214 /sqft"
"4 Bedroom House in Jacobpura, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-jacobpura-gurgaon-846-sq-ft-r5-spid-H65443228,"Jacobpura, Gurgaon",₹1.7 Cr,"₹20,311 /sqft"
"9 Bedroom House in Palam Vihar, Gurgaon",https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-palam-vihar-gurgaon-4800-sq-ft-r1-spid-R83544374,"Palam Vihar, Gurgaon",₹6.65 Cr,"₹18,472 /sqft"
"3 Bedroom House in Sector 69, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-tulip-white-sector-69-gurgaon-1150-sq-ft-spid-V84520026,Tulip White,₹2.75 Cr,"₹23,913 /sqft"
"9 Bedroom House in Jacobpura, Gurgaon",https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-jacobpura-gurgaon-1530-sq-ft-r1-spid-I80327187,"Jacobpura, Gurgaon",₹5 Cr,"₹32,679 /sqft"
"9 Bedroom House in Malibu Town, Gurgaon",https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-malibu-town-gurgaon-560-sq-ft-spid-U84510112,"Malibu Town, Gurgaon",₹3.5 Cr,"₹62,500 /sqft"
"4 Bedroom House in Sector 108, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-108-gurgaon-1935-sq-ft-spid-V84487630,"Sector 108, Gurgaon",₹5.85 Cr,"₹30,233 /sqft"
"3 Bedroom House in Sector 110 A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-110-a-gurgaon-2464-sq-ft-spid-D84484062,"Sector 110 A, Gurgaon",₹3.7 Cr,"₹38,066 /sqft"
"9 Bedroom House in Ardee City, Gurgaon",https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-ardee-city-gurgaon-4500-sq-ft-spid-W84386978,"Ardee City, Gurgaon",₹6.55 Cr,"₹2,72,916 /sqft"
"18 Bedroom House in Sector 69, Gurgaon",https://www.99acres.com/18-bhk-bedroom-independent-house-villa-for-sale-in-spaze-palazo-sector-69-gurgaon-8234-sq-ft-spid-J84426212,Spaze Palazo,₹4.1 Cr,"₹4,979 /sqft"
"4 Bedroom House in U Block DLF Phase 3, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-u-block-dlf-phase-3-gurgaon-540-sq-ft-spid-C84421054,"U Block DLF Phase 3, Gurgaon",₹2.8 Cr,"₹51,851 /sqft"
"6 Bedroom House in Sushant Lok, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-gurgaon-2691-sq-ft-spid-O84400892,executive villas lane,₹16 Cr,"₹59,458 /sqft"
"3 Bedroom House in Sector 48, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-4876-sq-ft-r1-spid-J81383957,Vipul Tatvam Villa,₹7.5 Cr,"₹29,036 /sqft"
