property_name,society,price_in_cr,price_per_sqft,areawithtype,property_id,link,bedrooms,bathrooms,balcony,additional_room,floor_info,facing,property_age,furnishing_details,features,nearby_location
"2 BHK Flat in Sector 104, Gurgaon",hero homes,1.62,14740,"1,099 sqft (102 sqm) Super Built-up Area",F85296254,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1099-sq-ft-spid-F85296254,2,2,2,store room,10th   of 36 Floors,north-east,0 to 1 Year Old,"['3 Fan', '1 Exhaust Fan', '10 Light', '1 Modular Kitchen', '3 AC', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Gurugram Global Heights School', 'SGT University', 'Dwarka Expressway', 'The Esplanade Mall', 'Gurgaon Railway Station', 'Medanta Hospital', 'Appu Ghar Amusement Park', 'Indira Gandhi International Airport', 'Taj City Centre Gurugram', 'Orient Bestech Business Tower']"
"3 BHK Flat in Sector 102, Gurgaon",conscient heritage max,2.49,12821,"1,942 sqft (180 sqm) Super Built-up Area",C83233812,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-conscient-heritage-max-sector-102-gurgaon-1942-sq-ft-spid-C83233812,3,4,3+,servant room,15th   of 25 Floors,east,1 to 5 Year Old,"['3 Wardrobe', '4 Fan', '1 Exhaust Fan', '1 Stove', '4 Light', '1 Chimney', '1 Modular Kitchen', '5 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']","['World Tech Park', 'Appu Ghar Water Park', 'Dwarka Expressway', 'The Esplanade Mall', 'Delhi Public School', 'Hamoni Golf Course', 'Holiday Inn Gurgaon Nh8', 'Basai Dhankot Railway Station', 'Nehru Stadium', 'Indira Gandhi International Airport', 'Aryan Hospital', 'Millennium City Centre Metro Station', 'Sgt University']"
"4 BHK Flat in Sector 90, Gurgaon",dlf new town heights 1,2.49,10532,"2,364 sqft (220 sqm) Super Built-up Area",O84996730,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-1-sector-90-gurgaon-2364-sq-ft-spid-O84996730,4,4,3+,servant room,10th   of 19 Floors,north-east,5 to 10 Year Old,"['3 Wardrobe', '2 Geyser', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Manish Gallexie 91', 'Holiday Inn Gurugram', 'Silver Streak Multi Speciality Hospital', 'Airport', 'RHM Public School', 'NH-8 IMT Manesar']"
"4 BHK Flat in Sector 66, Gurgaon",emaar mgf palm terraces select,4.4,18257,"2,410 sqft (224 sqm) Super Built-up Area",J83638240,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-palm-terraces-select-sector-66-gurgaon-2410-sq-ft-spid-J83638240,4,5,3+,servant room,7th   of 12 Floors,north-east,10+ Year Old,"['5 Wardrobe', '6 Fan', '1 Exhaust Fan', '4 Geyser', '14 Light', '1 Modular Kitchen', '1 Chimney', '6 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Badshahpur Sohna Rd Hwy', 'Indira Gandhi Intl Airport', 'Sushant University', 'DPS International Edge', 'Golf Course Ext Rd', 'Park Hospital', 'Omaxe Gurgaon Mall', 'Sector 55/56 Metro Station']"
"4 BHK Flat in Sector 92, Gurgaon",sare petioles,1.85,14991,"2,226 sqft (207 sqm) Super Built-up Area",T83641956,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sare-petioles-sector-92-gurgaon-2226-sq-ft-spid-T83641956,4,4,3+,servant room,16th   of 20 Floors,east,5 to 10 Year Old,,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']","['Sagar Clinic', 'Yadav Clinic', 'Bangali Clinic', 'Dr. J. S. Sarkar Clinic', 'HP Petrol Pump', 'Vijay Petrol Pump']"
"3 BHK Flat in Sector 110 A, Gurgaon",mahindra aura,1.84,13629,"1,350 sqft (125 sqm) Super Built-up Area",I84010284,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mahindra-aura-sector-110-a-gurgaon-1350-sq-ft-spid-I84010284,3,3,2,study room,8th   of 17 Floors,north-west,0 to 1 Year Old,"['1 Wardrobe', '1 Fan', '1 Exhaust Fan', '1 Geyser', '1 Light', '1 AC', '1 Modular Kitchen', '1 TV', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']","['Radisson Hotel Gurugram', 'Tau Devi Lal Athletic Stadium', 'Hamoni Golf Camp', 'Global Foyer Mall, Palam Vihar', 'The NorthCap University', 'Cyber City metro', 'Park Hospital, Palam Vihar', 'Indira Gandhi Intl Airport', 'Dwarka Expy, Block D, New Palam Vihar', 'Gurgaon station', 'Fun N Food WaterPark', 'Concept Tech Park', 'Red Roses Public School']"
"3 BHK Flat in Sector 110 A, Gurgaon",mahindra aura,2.65,12977,"2,042 sqft (190 sqm) Super Built-up Area",B84208984,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mahindra-aura-sector-110-a-gurgaon-2042-sq-ft-spid-B84208984,3,3,3+,"study room,servant room",12nd   of 17 Floors,north,1 to 5 Year Old,"['1 Fan', '1 Exhaust Fan', '1 Light', '1 TV', '1 Modular Kitchen', '1 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']","['Radisson Hotel Gurugram', 'Tau Devi Lal Athletic Stadium', 'Hamoni Golf Camp', 'Global Foyer Mall, Palam Vihar', 'The NorthCap University', 'Cyber City metro', 'Park Hospital, Palam Vihar', 'Indira Gandhi Intl Airport', 'Dwarka Expy, Block D, New Palam Vihar', 'Gurgaon station', 'Fun N Food WaterPark', 'Concept Tech Park', 'Red Roses Public School']"
"3 BHK Flat in Sector 54, Gurgaon",dlf park heights,7.95,39454,"2,015 sqft (187 sqm) Super Built-up Area",X81221805,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-park-heights-sector-54-gurgaon-2015-sq-ft-spid-X81221805,3,3,3,servant room,28th   of 30 Floors,north-east,10+ Year Old,"['1 Water Purifier', '8 Fan', '1 Fridge', '1 Exhaust Fan', '4 Geyser', '16 Light', '6 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '8 Wardrobe', '1 Washing Machine', '1 Microwave', 'No Bed', 'No Dining Table', 'No Sofa', 'No Stove', 'No TV']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Recently Renovated', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Clock tower', 'Paras Hospital Gurgaon', 'Apollo Pharmacy', 'State bank ATM', 'New Life Church', 'Wat-a-Burger', 'Cafe Tonini', 'Indusind bank ATM', 'Sector 42-43 metro station', 'Bikanerwala', 'HUDA Office Complex', 'Shophouse by Kylin', 'Icici bank ATM', 'Burger Singh', 'Sushant College of Arts & Architecture', 'HCG CNG Station', 'Ansal Institute of Technology', 'Icici bank', 'Heera Fuel Station', 'Kriti Hospital', 'Sanatan Dharm Mandir', '222', 'Suncity School', 'Starbucks', 'Hdfc bank & atm', 'Hdfc bank', 'Anand Hospital Gurgaon', 'PK Online', 'Kotak mahindra bank', 'Medisca', 'Hanuman Mandir', 'Naivedyam Restaurant', ""Carl's Jr."", 'Sagar Ratna', 'Sector 53-54 metro station', 'Indusind bank', 'Sector 54 chowk metro station', 'Citi bank ATM', 'Arihant Hospital', 'IILM', 'Arunodaya Deseret Eye Hospital', 'Axis bank', 'Hdfc ATM', 'Surgicare Hospital Gurgaon', 'State bank of india', 'Iilm University', 'Two Horizon Center']"
"5 BHK Flat in Gwal Pahari, Gurgaon",krrish provence estate,11.0,11000,"10,000 sqft (929 sqm) Super Built-up Area",Q69784702,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-krrish-provence-estate-gwal-pahari-gurgaon-10000-sq-ft-r3-spid-Q69784702,5,5,3+,"study room,servant room,others",23rd   of 24 Floors,south-west,1 to 5 Year Old,,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'High Ceiling Height', 'Maintenance Staff', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['HDFC Bank ATM', ""Buddy's Point"", 'Unique Dhaba', 'SBI ATM', 'Tniy Toons School', 'ICICI bank ATM', 'Citibank ATM', 'Lassi cafe Restaurant', 'French Heart Bakery', 'Pathways School Gurgoan', ""Mother's Love English School"", 'Axis bank ATM', 'Janki Max Hospital', 'The brown Saheb', 'SDMC Primary School']"
"4 BHK Flat in Sector 110 A, Gurgaon",mahindra aura,3.29,13550,"2,428 sqft (226 sqm) Super Built-up Area",O82937446,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-mahindra-aura-sector-110-a-gurgaon-2428-sq-ft-spid-O82937446,4,4,3+,servant room,8th   of 17 Floors,east,5 to 10 Year Old,"['4 Wardrobe', '6 Fan', '5 Geyser', '8 Light', '6 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Security / Fire Alarm', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Radisson Hotel Gurugram', 'Tau Devi Lal Athletic Stadium', 'Hamoni Golf Camp', 'Global Foyer Mall, Palam Vihar', 'The NorthCap University', 'Cyber City metro', 'Park Hospital, Palam Vihar', 'Indira Gandhi Intl Airport', 'Dwarka Expy, Block D, New Palam Vihar', 'Gurgaon station', 'Fun N Food WaterPark', 'Concept Tech Park', 'Red Roses Public School']"
"3 BHK Flat in Sector 83, Gurgaon",emaar palm gardens,2.2,12790,"1,720 sqft (160 sqm) Super Built-up Area",O85368256,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-palm-gardens-sector-83-gurgaon-1720-sq-ft-spid-O85368256,3,3,3,servant room,10th   of 15 Floors,north,1 to 5 Year Old,"['3 Wardrobe', '7 Fan', '1 Exhaust Fan', '2 Geyser', '9 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Millennium City Centre Gurugram', 'Garhi Harsaru Junction', 'Park Hospital', 'Unitech Business Park', 'NH 48', 'Gurgaon World School', 'Indira Gandhi International Airport', 'Nsg Golf Course', 'Entertainland Mall', 'DPG Degree College', 'Tau Devi Lal Athletic Stadium']"
"3 BHK Flat in Sector 109, Gurgaon",chintels serenity,2.7,20930,"1,290 sqft (120 sqm) Carpet Area",T85267910,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-chintels-serenity-sector-109-gurgaon-1290-sq-ft-spid-T85267910,3,3,3,"pooja room,servant room,store room,study room",11st   of 18 Floors,not available,1 to 5 Year Old,,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']","['Yashobhoomi Dwarka Sector-25', 'Fun N Food Village', 'Indira Gandhi International Airport', 'The NorthCap University', 'Euro International School', 'BSF Golf Course', 'Global Foyer Mall', 'Manipal Hospital', 'Dwarka Expressway', 'Gurgaon Railway Station']"
"3 BHK Flat in Sector 89, Gurgaon",greenopolis,1.58,8073,"1,957 sqft (182 sqm) Super Built-up Area",L85151248,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-greenopolis-sector-89-gurgaon-1957-sq-ft-spid-L85151248,3,3,3,"others,servant room",3rd   of 21 Floors,north-east,1 to 5 Year Old,,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['SilverStreak Hospital', 'Indira Gandhi Airport', 'RPS International School', 'Gurugram University', 'Airia Mall', 'National Highway 352W', 'EBD 89 Business Park', 'Nehru Stadium', 'Holiday Inn Gurugram', 'Golden Greens Golf']"
"4 BHK Flat in Sector 92, Gurgaon",sare homes,1.6,8483,"1,886 sqft (175 sqm) Built-up Area",F85148738,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sare-homes-sector-92-gurgaon-1886-sq-ft-spid-F85148738,4,3,2,not available,10th   of 20 Floors,north,1 to 5 Year Old,,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Bangali Clinic', 'Dr. J. S. Sarkar Clinic', 'Sagar Clinic', 'HP Petrol Pump', 'Yadav Clinic', 'Vijay Petrol Pump']"
"4 BHK Flat in Sector 81, Gurgaon",bestech park view grand spa,4.5,12875,"3,495 sqft (325 sqm) Super Built-up Area",W85118762,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-grand-spa-sector-81-gurgaon-3495-sq-ft-spid-W85118762,4,4,3+,"study room,servant room",6th   of 29 Floors,east,1 to 5 Year Old,,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']","[""St. Xavier's High School"", 'Hyatt Regency Gurgaon', 'SkyJumper Trampoline Park', 'Spectra Hospital', 'NH-8, IMT Manesar', 'Indira Gandhi International Airport', 'IMT Manesar', 'National Tennis Academy', 'Dwarka Expressway', 'Sapphire 83 Mall']"
"3 BHK Flat in Sector 83, Gurgaon",emaar palm gardens,2.63,21073,"1,900 sqft (177 sqm) Super Built-up Area",S84972348,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-palm-gardens-sector-83-gurgaon-1900-sq-ft-spid-S84972348,3,4,3,servant room,6th   of 16 Floors,north-east,1 to 5 Year Old,"['3 Wardrobe', '8 Fan', '1 Exhaust Fan', '3 Geyser', '10 Light', '4 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Power Back-up', 'Private Garden / Terrace', 'Lift(s)', 'High Ceiling Height', 'False Ceiling Lighting', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Millennium City Centre Gurugram', 'Garhi Harsaru Junction', 'Park Hospital', 'Unitech Business Park', 'NH 48', 'Gurgaon World School', 'Indira Gandhi International Airport', 'Nsg Golf Course', 'Entertainland Mall', 'DPG Degree College', 'Tau Devi Lal Athletic Stadium']"
"3 BHK Flat in Sector 74, Gurgaon",m3m skywalk,3.49,21617,"2,018 sqft (187 sqm) Super Built-up Area",K76619455,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-skywalk-sector-74-gurgaon-2018-sq-ft-r5-spid-K76619455,3,3,3+,"pooja room,study room,servant room,others",16th   of 30 Floors,north-east,1 to 5 Year Old,"['1 Water Purifier', '5 Fan', '1 Exhaust Fan', '3 Geyser', '1 Stove', '14 Light', '4 AC', '1 Modular Kitchen', '1 Chimney', '3 Wardrobe', '1 Washing Machine', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Lady Florence Public School', 'De Adventure Park', 'Indira Gandhi Intl Airport', 'Park Hospital', 'Rites Office Complex', 'Gurugram University', 'Gurgaon - Delhi Expy, Sector 75A', 'Omaxe Gurgaon Mall', 'Hyatt Regency', 'Basai Dhankot Railway Station', 'Tau DeviLal Sports Complex', 'HUDA complex Metro Station', 'DLF Golf and Country Club']"
